Words,HomoDensity,Num-Neighbors,Freq-Neighbors
"交, 焦, 胶, 浇, 跤, 娇, 礁, 郊, 椒, 骄, 蕉, 鲛, 姣, 蛟",14,277,3262071
回到,1,37,46909
"经历, 精力, 晶丽",3,44,15188
男孩,1,11,12818
"音乐, 阴乐",2,22,63271
"家里, 加里",2,29,30948
身体,1,16,8460
"留下, 流下",2,28,7756
"方式, 方士",2,52,38003
怪,1,305,7168800
美元,1,18,18184
"瓶, 凭, 平, 评, 屏, 呯, 甁, 坪, 萍, 鲆, 枰",11,217,2167505
监狱,1,31,27156
"烧, 稍, 捎, 梢, 筲, 艄",6,278,3220673
"其中, 期中",2,16,22198
这边,1,15,70963
重新,1,20,3601
疯狂,1,12,2783
收到,1,27,217318
"火, 伙, 夥",3,261,6733042
想法,1,12,6949
"想象, 想像",2,29,30642
纽约,1,4,514
还要,1,7,42780
"正是, 正式, 正事, 正视, 政事",5,87,162493
"尼, 妮, 泥, 霓",4,219,3498223
后面,1,31,24897
"闻, 文, 纹, 蚊, 玟, 炆",6,220,2191595
带来,1,16,52682
昨天,1,8,12331
不好,1,32,23157
抓住,1,16,13524
点儿,1,5,10809
老兄,1,10,8473
来自,1,12,6523
大学,1,34,11876
照顾,1,17,12699
"差, 插, 叉, 喳, 杈",5,277,3223953
"终于, 忠于",2,34,33260
太太,1,7,5097
本来,1,14,42208
聪明,1,20,8611
"单, 扇, 善, 擅, 膳, 疝, 墠, 汕, 缮, 鳝, 骟",11,305,7172148
加油,1,17,11491
实际上,1,0,0
多久,1,8,12634
"照, 罩, 召, 兆, 赵, 诏, 笊",7,305,7218936
并且,1,4,351
直接,1,8,3030
"突然, 徒然",2,9,3707
对于,1,33,11626
"开枪, 开腔",2,19,10829
啥,1,220,2196637
"取, 娶, 曲",3,261,6729385
"楼, 喽, 娄",3,219,2168653
"试试, 世事, 事事, 逝世, 世世",5,112,175865
"鬼, 轨, 诡, 癸",4,261,6565044
除非,1,6,884
正常,1,20,14630
死亡,1,6,2801
"替, 剃, 涕, 逖, 嚏, 惕, 倜, 锑, 屉, 笹, 薙",11,306,7177757
拥有,1,12,48536
"耶, 爷, 椰",3,220,2306061
"洗, 喜, 玺, 屣, 徙, 囍",6,262,6573486
派对,1,12,9135
不再,1,27,85658
"相, 箱, 香, 乡, 厢, 镶, 襄",7,278,3504285
咖啡,1,3,387
傻,1,262,6590997
"八, 巴, 疤, 芭, 叭, 粑, 笆",7,279,3544545
"金, 今, 筋, 津, 巾, 斤, 襟, 矜, 衿",9,277,3244484
阻止,1,11,6245
冷静,1,15,3151
方法,1,7,3517
"朝, 招, 昭",3,277,3266993
"权利, 权力, 全力",3,44,17427
"牌, 排, 俳",3,219,2181138
扔,1,276,3217569
能力,1,37,19165
完美,1,8,2126
"因, 音, 阴, 茵, 姻, 殷, 铟",7,278,3219473
口,1,261,6563263
目标,1,12,2813
日,1,303,7168115
有关,1,13,23237
精神,1,13,6130
"紧, 仅, 谨, 锦, 菫, 堇",6,261,6591044
另外,1,6,3389
"底, 抵, 骶, 邸",4,262,6592312
放松,1,6,4259
"丢, 铥",2,275,3215739
"梦, 孟",2,305,7169652
休息,1,14,10864
每天,1,9,6502
回答,1,12,25567
"树, 术, 恕, 束, 竖, 述, 漱, 沭, 庶, 倏",10,306,7184041
"负责, 附则",2,15,4586
凶手,1,36,13353
命,1,305,7179705
外,1,304,7168611
碰,1,306,7169262
"撞, 状, 壮, 戆",4,304,7174134
介意,1,56,43963
"尔, 耳, 饵, 珥, 尓",5,261,6612966
那天,1,8,8305
"剪, 捡, 检, 简, 减, 拣, 碱, 茧, 硷, 俭, 裥, 柬, 睑, 鰎",14,261,6622983
"冲, 充, 憧",3,277,3221053
"数, 鼠, 属, 署, 薯, 蜀, 暑, 黍, 糬",9,262,6578152
系统,1,6,412
睡觉,1,10,738
"滚, 辊",2,260,6562458
"情, 晴, 擎",3,220,2203959
谋杀,1,3,686
礼物,1,18,16664
那种,1,9,33170
"各位, 个位",2,24,9005
错误,1,27,18669
随便,1,6,1965
"词, 辞, 磁, 茨, 雌, 瓷, 慈, 祠, 糍",9,219,2221239
头发,1,18,15048
"心理, 心里",2,31,20258
"哭, 窟, 枯, 堀, 挎, 刳, 骷",7,277,3222405
藏,1,218,2168967
关心,1,37,41879
干吗,1,10,5902
兴趣,1,12,35924
报告,1,23,33284
"从没, 从玫",2,7,10013
"面, 麺",2,305,7169252
"六, 馏",2,306,7180812
老师,1,19,13192
"累, 垒, 蕾",3,262,6567077
"主, 煮, 渚, 拄, 贮, 嘱, 瞩",7,262,6591456
"蓝, 兰, 拦, 篮, 栏, 岚, 阑, 镧",8,219,2171546
小孩,1,10,26001
不用,1,29,80055
人类,1,14,4907
自由,1,20,7917
支持,1,15,21338
星期,1,15,3106
很快,1,6,3622
"症, 挣, 睁, 争, 征, 蒸, 徵, 怔, 姃",9,277,3240429
"嘘, 需, 须, 虚, 吁, 胥, 裇, 戌",8,277,3217858
"生气, 声气",2,38,25233
"意义, 异议, 熠熠, 奕奕, 意译, 义裔, 亿亿",7,74,55105
"年轻, 年青",2,2,373
"建议, 建义",2,67,60079
"做到, 作到",2,52,63253
套,1,306,7172694
"局, 橘, 菊, 鞠, 焗, 掬",6,220,2183399
"组, 祖, 阻, 诅, 俎",5,261,6565019
"包, 胞, 苞, 孢, 褒",5,277,3224148
屁股,1,6,525
生日,1,25,18151
晚安,1,6,4585
否则,1,9,9602
"光, 咣",2,277,3216718
"神, 榊",2,220,2177152
安排,1,16,11980
下面,1,36,36118
姑娘,1,5,2685
"工, 供, 宫, 公, 攻, 功, 弓, 躬, 恭, 肱, 侊, 龚",12,277,3217738
钥匙,1,2,5394
"操, 糙",2,277,3216992
法官,1,11,15219
腿,1,261,6566303
"射, 设, 社, 摄, 涉, 赦, 麝",7,306,7170293
选手,1,19,3747
信息,1,14,4018
"整, 拯",2,261,6587053
"哥哥, 歌戈",2,10,1268
投票,1,15,4413
"区, 驱, 屈, 蛆, 躯, 祛, 趋, 瞿, 麴, 麹",10,277,3384327
必要,1,22,21213
手术,1,39,10322
身边,1,17,4603
任何人,1,0,0
票,1,305,7169068
撒谎,1,2,2125
"慢, 曼, 漫, 蔓, 嫚, 幔, 谩",7,305,7173270
武器,1,30,12754
"超, 抄, 钞",3,277,3220060
痛苦,1,5,473
"忘记, 旺季",2,24,7731
"手机, 手迹",2,27,11089
全部,1,29,12150
存在,1,8,8318
首先,1,15,6921
"个人, 各人",2,38,20674
"以及, 乙级, 乙吉",3,15,35581
"愿, 院, 怨, 苑, 掾",5,306,7187356
"镜, 敬, 静, 竟, 靓, 净, 竞, 境, 径, 胫, 靖, 痉",12,305,7209091
"中心, 忠心, 衷心",3,41,38306
"代表, 戴表",2,11,7239
坚持,1,17,7591
"养, 痒, 氧, 仰",4,262,6566414
承认,1,28,16136
"卡, 咔",2,261,6562776
发誓,1,70,57018
理由,1,12,2546
显然,1,6,1335
政府,1,10,3055
"吵, 炒",2,261,6566642
这次,1,13,165047
生意,1,40,23002
"双, 霜, 孀",3,276,3218458
遇到,1,47,226151
猫,1,277,3219450
"即使, 疾驶",2,13,3433
记住,1,34,39347
"落, 洛, 络, 酪, 摞, 骆, 珞",7,305,7172216
到处,1,24,7760
"陪, 赔, 培, 裴, 锫",5,219,2170928
"魔, 模, 摩, 磨, 馍, 谟, 摹, 蘑",8,220,2172433
幸运,1,13,7746
"盯, 钉, 丁, 叮",4,277,3227784
"那时, 纳什",2,32,22450
干什么,1,1,51063
事儿,1,21,43604
"混, 诨",2,305,7170913
"挂, 卦",2,305,7169917
"白痴, 白吃",2,6,1459
犯罪,1,14,2632
跳舞,1,12,7189
"城市, 程式, 成事, 呈示",4,69,60216
"砸, 杂",2,219,2169217
"新闻, 辛文",2,24,6341
信任,1,20,6738
未来,1,18,56373
"道歉, 道茜",2,16,27484
"可怜, 可莲",2,7,46891
实在,1,38,76518
加入,1,29,7026
"戏, 系, 细, 夕, 隙, 阋",6,306,7181177
"谢, 卸, 屑, 蟹, 泄, 泻, 楔, 械, 亵, 榭, 燮, 懈, 卨, 缷",14,306,7211741
病人,1,40,22409
治疗,1,14,3083
原谅,1,21,4524
行为,1,14,12204
"山, 删, 掺, 衫, 杉, 珊, 煽, 姗, 挻, 苫, 搧, 潸",12,277,3221791
比较,1,12,4154
"意识, 轶事, 议事, 逸事, 义士",5,96,159207
婚礼,1,20,17241
"弟弟, 蒂蒂",2,29,34317
组织,1,9,6427
想想,1,10,15367
见面,1,37,43441
经常,1,23,37562
老板,1,11,2789
合作,1,24,6200
来到,1,30,41113
一会儿,1,1,941
"破, 珀, 迫, 魄, 粕",5,306,7169918
"达, 答, 妲, 鞑",4,220,2247167
乱,1,304,7169024
"满, 螨",2,261,6567893
"吻, 稳",2,262,6587941
差不多,1,0,0
老婆,1,8,3298
可怕,1,18,25697
明显,1,5,7246
研究,1,26,10355
附近,1,31,11142
同性恋,1,0,0
打扰,1,12,3710
好运,1,16,20574
"岛, 导, 捣, 祷, 嶋, 島",6,261,6715376
线索,1,11,9812
面前,1,18,6755
"逃, 桃, 陶, 淘, 涛",5,220,2173767
消失,1,8,2007
妹妹,1,3,1353
正确,1,18,21079
位置,1,39,22973
"顿, 盾, 炖, 吨, 钝, 遁, 囤",7,305,7170067
"房, 防, 妨",3,220,2190282
答应,1,8,3281
收,1,277,3247741
"秒, 杪, 渺, 藐",4,262,6564230
电脑,1,10,10313
"群, 裙",2,217,2169012
"轮, 伦, 沦, 仑",4,218,2169392
似乎,1,8,2858
放下,1,32,19418
力量,1,30,24525
命令,1,5,2517
同时,1,27,19044
提供,1,19,11823
"威胁, 威协",2,3,350
"骨, 古, 股, 谷, 鼓, 蛊, 榖",7,261,6565672
号码,1,11,6751
日子,1,58,30338
"剩下, 盛夏",2,28,15807
比如,1,4,1211
哪个,1,2,11317
严重,1,23,9993
享受,1,16,17908
战争,1,9,3044
"恭喜, 恭禧",2,21,6561
杀死,1,6,11281
影响,1,7,4735
"米, 眯, 靡, 弭",4,262,6568136
利用,1,33,15591
恨,1,305,7370732
"常, 尝, 肠, 偿",4,220,2187112
"红, 弘, 洪, 宏, 鸿, 虹, 泓, 讧",8,219,2169845
杀人,1,23,18871
失踪,1,7,4525
认真,1,5,1352
真相,1,25,26583
法律,1,10,8121
训练,1,8,4050
"警官, 景观",2,14,18009
值得,1,4,57910
有意思,1,0,0
"身份, 身分",2,23,15800
"躲, 朵, 垛",3,261,6617375
"帐, 仗, 涨, 账, 障, 胀, 杖, 丈",8,305,7193249
热,1,304,7171282
使用,1,15,4033
方面,1,17,11360
银行,1,3,434
"家人, 佳人",2,32,31299
恐怖,1,22,9149
"住手, 助手, 驻守",3,26,8676
"猪, 茱, 珠, 诸, 朱, 株, 蛛, 洙, 诛, 铢",10,278,3246854
原来,1,14,33171
"修, 休, 羞, 咻, 馐",5,277,3220030
性感,1,8,1104
"追, 锥, 椎, 骓",4,276,3217048
自杀,1,15,2856
酒吧,1,6,2257
讨论,1,2,6931
"灯, 登, 噔",3,277,3251214
"度, 杜, 肚, 渡, 妒, 镀, 牍, 蠹",8,306,7178644
同样,1,11,10892
说明,1,20,10270
什么样,1,0,0
安静,1,15,5798
"模特, 摩特",2,13,3782
"做出, 作出",2,25,8803
多么,1,2,236661
足够,1,2,5862
学生,1,17,6156
"罗, 萝, 啰, 锣, 箩, 螺, 骡, 逻",8,219,2173349
下午,1,21,10098
仍然,1,3,4545
"塞, 色, 瑟, 涩, 渋, 铯",6,303,7169307
一旦,1,50,119514
动作,1,29,11556
"约, 曰",2,276,3235633
意味着,1,0,0
受到,1,41,57290
"第三, 第叁",2,10,44623
之一,1,15,10717
"灵, 零, 铃, 龄, 凌, 玲, 伶, 怜, 澪, 聆, 陵, 绫, 羚, 泠, 囹, 翎, 菱, 祾, 棂",19,220,2185776
面对,1,18,12389
怀疑,1,5,1662
居然,1,11,34053
就要,1,27,53475
拒绝,1,24,5466
"人生, 人声",2,21,8220
"七, 妻, 漆, 欺, 栖, 凄, 沏, 戚, 嘁, 柒",10,278,3252779
演员,1,20,8915
"真实, 贞时",2,26,23812
"欠, 茜, 歉, 纤, 倩, 堑",6,306,7271478
交易,1,40,11636
"人员, 人缘, 人猿",3,27,11420
停止,1,11,3339
"反应, 反映",2,15,7354
因此,1,4,964
恶心,1,11,8460
受伤,1,14,2052
"鞋, 邪, 斜, 协, 偕, 谐, 胁, 缬, 挟, 脇, 撷, 颉",12,220,2212866
婊子,1,39,14238
属于,1,5,1734
"舞蹈, 武道",2,32,47848
"烂, 滥",2,305,7173673
根据,1,15,4089
"算是, 算式",2,75,144183
几乎,1,29,7018
"物, 雾, 误, 勿, 悟, 坞, 务, 晤, 戊, 兀, 骛, 钨, 鹜",13,306,7194046
答案,1,12,2688
出色,1,31,27045
目前,1,17,7301
活动,1,11,9438
梦想,1,10,2434
最终,1,18,5674
大人,1,60,31183
再次,1,20,21247
既然,1,14,8794
英雄,1,7,5174
坐下,1,41,24506
感受,1,18,25954
事件,1,63,62807
"要是, 要事",2,82,150163
"言, 盐, 岩, 严, 癌, 延, 沿, 炎, 颜, 妍, 研, 檐, 筵, 阎",14,220,2178660
通知,1,16,1832
不得不,1,1,74
"秀, 嗅, 袖, 锈, 绣, 溴",6,305,7172869
无论,1,25,9067
放开,1,13,6840
刀,1,277,3370056
后来,1,21,55639
"适合, 士河",2,31,62861
失望,1,26,39576
允许,1,3,26277
"雷, 镭, 擂, 羸",4,220,2175359
意见,1,46,48186
"于是, 浴室, 鱼市",3,76,46964
获得,1,4,1564
公寓,1,33,41556
"疼, 藤, 腾, 滕, 誊",5,217,2169495
"吐, 土, 钍, 圡",4,262,6566437
文件,1,21,6870
只能,1,11,48169
"低, 滴, 袛, 彽",4,278,3248756
寻找,1,5,714
攻击,1,50,19646
"逼, 屄",2,278,3252973
邀请,1,1,1668
不然,1,32,32445
"波, 拨, 剥, 玻, 啵, 钵, 菠",7,278,3220384
"保, 宝, 饱, 堡, 葆",5,261,6572830
"摆, 百, 佰",3,262,6567686
尽管,1,15,5935
姐姐,1,10,24483
"不对, 部队",2,29,24012
浪费,1,10,1823
女朋友,1,2,1334
多谢,1,12,1907
"入, 辱, 褥, 蓐",4,305,7175764
动物,1,32,22566
一半,1,52,121644
"滑, 划, 华, 哗, 猾",5,219,2223242
某个,1,2,11805
"试图, 仕途",2,30,46208
为何,1,19,24305
要么,1,3,94627
"格, 隔, 葛, 阁, 蛤, 革, 嗝, 膈, 挌",9,220,2354273
"练, 恋, 链, 炼, 敛, 楝, 殓",7,305,7182904
"通, 嗵, 樋",3,278,3226962
"烤, 考, 拷, 栲",4,260,6569784
"绝不, 决不",2,38,28852
一边,1,17,45668
"食物, 实物, 时务",3,51,77308
听见,1,22,13128
舒服,1,19,11186
失败,1,20,12253
"一般, 一斑",2,16,44708
"某, 呣",2,261,6563942
有时,1,24,27882
介绍,1,9,5413
"厉害, 利害",2,21,12090
意外,1,32,21680
"应, 英, 鹰, 婴, 樱, 嘤, 莺, 膺",8,278,3228417
"绝, 决, 嚼, 掘, 爵, 倔, 蕨, 攫, 诀, 厥, 蹶, 镢, 噱",13,218,2169689
"反正, 反证",2,17,14992
责任,1,7,4752
"洛杉矶, 洛山基",2,0,0
遗憾,1,14,5249
"设计, 社稷",2,32,13497
杀手,1,32,17366
赢得,1,6,1356
"糖, 堂, 唐, 膛, 塘, 溏, 瑭, 螳, 搪, 樘, 醣, 棠",12,220,2175100
"美丽, 美利",2,34,18561
证人,1,45,34546
压力,1,31,8177
"味道, 卫道",2,36,55883
淘汰,1,10,2655
"压, 押, 鸭, 丫, 鸦",5,279,3231820
"星, 兴, 腥, 惺, 猩, 骍",6,278,3257450
"德, 徳, 锝",3,218,3852202
蠢,1,261,6565030
"精彩, 精采",2,16,5995
"私人, 司人",2,28,20489
出发,1,19,6315
兴奋,1,8,5595
伟大,1,9,3358
观众,1,22,22237
臭,1,306,7173567
自从,1,14,8547
"哎, 唉, 挨, 埃, 哀, 锿",6,278,3249392
子弹,1,8,3677
垃圾,1,12,4284
叔叔,1,3,1214
男朋友,1,0,0
毒品,1,13,2733
不必,1,33,83804
反对,1,16,7970
"感情, 敢情",2,7,25097
"图, 涂, 徒, 突, 途, 屠, 凸, 荼",8,220,2172891
"冰, 兵",2,277,3242410
停下,1,16,8197
"测试, 策士, 侧室",3,75,145632
肉,1,304,7170019
"踢, 梯, 剔",3,278,3228998
"赌, 堵, 睹, 笃",4,262,6573645
有时候,1,1,1080
袭击,1,19,5574
"合适, 何事",2,66,54958
演出,1,15,8304
"玩意, 玩艺",2,41,28910
不在乎,1,0,0
呼吸,1,12,40938
明星,1,14,14167
"博, 伯, 薄, 勃, 柏, 搏, 泊, 驳, 铂, 脖, 箔, 膊, 桲, 舶, 帛",15,220,2173204
超级,1,35,12064
灵魂,1,6,1466
破坏,1,16,2731
只不过,1,0,0
"路上, 陆上",2,26,9993
愉快,1,35,15327
"木, 幕, 目, 墓, 穆, 慕, 牧, 暮, 募, 沐, 睦, 苜",12,304,7170957
爆炸,1,19,33200
迟到,1,25,37517
带走,1,11,7985
"举, 柜, 矩, 咀, 蒟, 榘",6,262,6580219
"镇, 阵, 震, 振, 朕, 鸩, 赈",7,305,7273913
晚餐,1,7,6982
开玩笑,1,0,0
角色,1,24,4852
脑子,1,39,14666
见鬼,1,9,926
杂志,1,23,4487
"肯, 啃, 垦, 恳",4,259,6563814
"时刻, 食客, 蚀刻",3,44,71762
服务,1,28,9768
学习,1,8,1624
"自然, 自燃",2,19,15956
"皮, 啤, 疲, 脾, 琵, 蜱, 毗, 陴",8,220,2175484
包括,1,2,148
汽车,1,20,5582
"样, 漾, 恙, 様",4,306,7174857
"旅行, 履行",2,20,6676
广告,1,6,2970
哥们,1,2,159778
英国,1,10,7858
"称, 撑",2,278,3234331
笨蛋,1,9,5988
冷,1,260,6563951
"屁, 僻, 擗",3,306,7175593
相当,1,16,4377
"咬, 舀, 杳, 榚",4,262,6849265
公平,1,20,9318
堆,1,276,3358633
历史,1,17,3239
法庭,1,4,1329
俱乐部,1,0,0
通常,1,14,31979
拯救,1,14,9880
差点,1,23,25779
啤酒,1,5,622
短,1,261,6573203
地球,1,17,5192
透,1,305,7189360
受害者,1,1,129
愚蠢,1,9,1613
"躺, 淌, 倘, 帑",4,262,6569664
炸弹,1,12,7003
"抢, 羟",2,262,6582535
"板, 版, 坂, 阪, 钣",5,261,6583367
联邦,1,3,735
"公园, 公元",2,31,13038
"准, 隼, 凖",3,259,6563950
评委,1,13,2554
客气,1,28,11618
造成,1,28,13954
经过,1,22,20296
信号,1,19,6902
周末,1,13,3864
喝酒,1,5,4623
推,1,277,3222919
跟踪,1,3,4896
关键,1,27,24567
下次,1,24,23657
充满,1,8,887
"艘, 搜, 嗖, 馊, 廋",5,275,3217580
"冒, 帽, 貌, 茂, 贸",5,305,7174409
再说,1,15,5378
空,1,277,3219622
"现实, 现时",2,34,23713
"认, 任, 刃, 韧, 妊, 仞",6,305,7366089
究竟,1,29,39330
美好,1,14,13054
"亲, 侵, 钦",3,276,3218341
恐怕,1,7,9200
"迟, 持, 池, 匙, 茬, 驰",6,220,2199344
习惯,1,8,824
上班,1,22,6395
越来越,1,0,0
"尝试, 常识, 常事, 长势",4,61,49043
"技术, 计数, 记述",3,40,40236
名单,1,11,14895
不幸,1,35,84417
恢复,1,25,7266
聚会,1,23,8778
怀孕,1,4,916
确认,1,16,16167
"激动, 机动",2,46,26343
绑架,1,8,3016
"记忆, 技艺, 计议",3,71,78610
"部落, 布洛",2,29,16434
"立刻, 力克, 利克",3,27,14165
白,1,220,2174604
"痛, 恸",2,306,7180187
资料,1,9,2760
干净,1,16,7955
"挡, 档, 党",3,261,6593800
婚姻,1,9,7168
"烦, 凡, 帆, 藩, 繁, 蕃, 樊, 矾, 钒, 蘩",10,220,2180071
教堂,1,8,883
"鸟, 袅",2,260,6565824
"趟, 烫",2,306,7175891
爽,1,260,6567578
"圈, 悛",2,278,3229959
健康,1,3,977
客户,1,13,4851
"目的, 墓地, 目地, 牧地",4,21,21200
脑袋,1,10,4328
不够,1,21,14450
分手,1,34,16364
前面,1,23,5085
方向,1,20,15538
"若, 弱, 偌, 蒻, 箬",5,303,7170076
"幸福, 性福",2,23,6614
接着,1,5,1067
救命,1,28,39969
"报道, 报到",2,46,86002
疯子,1,32,13345
赛,1,304,7170201
将军,1,4,1124
吃饭,1,8,1218
困难,1,1,379
某种,1,5,423
不许,1,24,28547
"费, 肺, 废, 吠, 沸, 狒, 痱, 镄",8,306,7177890
乐队,1,21,12294
紧急,1,10,6845
高中,1,24,16740
"由于, 犹豫, 鱿鱼, 游鱼",4,21,3904
听听,1,6,10369
正好,1,17,11788
毫无,1,1,563
提醒,1,4,1119
"配, 佩, 沛",3,305,7173765
拿走,1,3,1305
惊喜,1,21,9812
接近,1,36,18324
"爬, 扒, 耙, 钯",4,219,2175532
逮捕,1,12,9684
"斗, 逗, 豆, 痘, 荳, 窦",6,305,7348241
旁边,1,7,916
"迷, 谜, 弥, 糜, 醚, 祢, 麋, 袮",8,220,2176100
"成员, 乘员, 成元, 承元",4,28,20454
骄傲,1,22,6156
而是,1,47,48059
"叫做, 叫作, 叫座",3,29,14301
"监视, 监事",2,66,38463
女性,1,16,12506
说谎,1,2,4721
"惹, 喏",2,260,6567155
"聊, 疗, 撩, 辽, 僚, 寮, 镣, 寥",8,219,3117383
黑人,1,23,19889
圣诞,1,22,12753
警方,1,11,4884
法国,1,9,2403
"炸, 榨, 诈, 栅, 乍",5,306,7171555
错过,1,16,8130
警告,1,12,5930
老天,1,12,16225
"屋, 呜, 乌, 污, 圬, 邬",6,278,3243129
酒店,1,10,1701
"骗子, 片子",2,58,31418
"抽, 瘳",2,278,3222054
之类,1,18,214210
"接到, 街道",2,34,228974
冠军,1,9,1033
教练,1,16,11110
"想起, 响起",2,7,10166
随时,1,20,15889
对方,1,11,28785
"雇, 顾, 故, 固",4,305,7173897
敌人,1,25,32150
"左, 佐",2,260,6708432
从未,1,15,3340
搭档,1,6,4023
谈话,1,21,7140
"十分, 时分",2,21,37070
"胸, 凶, 兄, 匈",4,276,3219133
"搭, 嗒, 哒, 撘, 褡",5,278,3297425
"职业, 执业, 值夜",3,29,9573
"移, 仪, 疑, 咦, 姨, 宜, 遗, 怡, 夷, 颐, 胰, 彛, 痍, 彝, 饴, 贻",16,220,2402096
许多,1,3,16264
人物,1,26,18152
"地狱, 地域",2,16,16966
头儿,1,9,2018
感激,1,23,7531
"莫, 末, 膜, 默, 墨, 脉, 茉, 陌, 沫, 漠, 貘, 殁, 寞",13,306,7175464
"亚, 轧, 氩, 讶, 揠",5,307,7185267
"随, 隋",2,219,2183194
中国,1,15,5836
"害, 骇, 氦, 亥, 嗐",5,306,7197578
"切, 窃, 妾, 怯, 锲, 挈",6,305,7170944
蛋糕,1,5,1705
"顺利, 顺力",2,42,14106
死者,1,6,935
傻瓜,1,0,0
英里,1,25,21769
挑战,1,5,1661
死去,1,7,5727
上去,1,28,60278
"分子, 份子",2,9,2035
"菜, 蔡",2,306,7215570
"则, 泽, 责, 择, 啧, 沢",6,217,2170232
改,1,261,6599742
"类, 泪",2,306,7176924
"赚, 撰",2,305,7175693
地址,1,20,11785
不少,1,23,27092
"辣, 蜡, 剌, 腊, 镴, 瘌",6,304,7191967
"翻, 番, 幡",3,278,3228161
"对付, 兑付",2,29,10189
自我,1,11,59789
好事,1,61,94766
"慢慢, 漫漫",2,6,2606
祈祷,1,10,1283
收拾,1,20,14154
"客人, 克人",2,43,24358
状态,1,10,8383
"周围, 周维",2,18,4497
"参与, 参预",2,30,39130
运动,1,25,5820
"会议, 会意",2,61,46590
彼此,1,6,3870
荣幸,1,22,11562
"舞台, 五台",2,7,681
到达,1,12,3247
显示,1,54,74509
队伍,1,14,12265
奶奶,1,0,0
取消,1,4,741
等待,1,12,5239
离婚,1,9,28339
爱情,1,16,32502
尽力,1,29,17311
尊重,1,13,6027
教授,1,13,7693
去年,1,4,819
牛,1,219,2171839
"龙, 隆, 聋, 笼, 泷, 竜, 窿, 滝",8,217,2170303
超过,1,12,11559
开车,1,29,15137
仍,1,218,2174455
"或是, 获释, 祸事",3,82,146373
指纹,1,10,4454
庆祝,1,14,5960
娘,1,218,2170393
同志,1,25,16523
偶像,1,19,19159
"狂, 诳",2,219,2170801
裤子,1,58,31603
假装,1,9,1229
军队,1,14,3302
侦探,1,15,23047
实验室,1,1,47
顺便,1,14,3666
"脑, 恼, 瑙",3,261,6565758
"吹, 炊",2,276,3218379
在乎,1,10,8051
无聊,1,18,3813
"方, 芳, 坊, 钫",4,278,3240738
状况,1,6,2275
恶魔,1,8,2063
确保,1,4,949
"瑞, 芮, 锐, 蚋, 睿",5,304,7170434
心脏,1,23,3982
似的,1,3,58157
舞会,1,27,15805
"拜, 呗, 败, 稗",4,306,7175375
耍,1,260,6564941
家族,1,13,13969
"项目, 橡木",2,24,3774
战斗,1,21,5058
"归, 龟, 规, 圭, 闺, 硅, 鲑, 瑰, 皈",9,277,3223630
"反, 返",2,262,6574825
复杂,1,11,6454
"实话, 石化",2,47,74549
社会,1,24,11560
"展示, 展室",2,49,75741
邻居,1,7,698
故意,1,56,52078
今年,1,14,3749
"意大利, 义大利",2,0,0
"狼, 郎, 廊, 郞, 榔, 莨",6,219,2171281
起诉,1,11,2746
好人,1,22,31873
国王,1,8,1083
"期待, 脐带",2,17,13796
长大,1,8,4977
交给,1,10,2259
"尿, 脲",2,304,7172613
陪审团,1,1,276
"集中, 吉忠",2,16,9191
表情,1,11,6564
冒险,1,2,409
好处,1,18,21427
"海, 醢",2,262,6591995
"胜利, 盛利",2,49,18570
吸血鬼,1,0,0
竟然,1,10,9512
普通,1,3,376
"著名, 注明",2,23,10589
表示,1,54,82439
印象,1,23,6698
"匹, 癖, 吡, 痞",4,262,6570744
出生,1,31,98193
进展,1,7,1384
估计,1,24,5238
"篇, 偏, 翩",3,276,3230314
地点,1,29,10013
"轻松, 青松, 清松",3,11,2625
经理,1,33,30028
乐意,1,50,45522
"踩, 彩, 采, 睬",4,262,6609995
"行事, 形式, 形势, 刑事, 型式",5,59,57248
作用,1,44,21460
小伙子,1,1,51
保险,1,8,3949
天使,1,7,32635
单独,1,11,3869
"安, 氨, 鞍, 铵, 谙, 庵",6,277,3226570
难以置信,1,0,0
队长,1,16,8300
日本,1,6,2159
专家,1,18,12123
为止,1,14,11004
"墨西哥, 莫西哥",2,0,0
旅馆,1,13,5119
邪恶,1,9,3490
赶快,1,17,27118
更加,1,13,22348
不知,1,24,5083
层,1,218,2170622
"女生, 女声",2,17,4073
好几,1,11,10484
风格,1,17,6748
免费,1,7,693
每次,1,12,5900
追踪,1,2,5300
伤心,1,31,32436
报纸,1,11,7802
"机器, 积器",2,45,33586
"据, 居, 疽, 狙, 驹, 拘, 锔, 罝, 椐, 苴, 沮",11,278,3235243
"饼, 丙, 禀, 秉, 餠, 炳, 棅",7,261,6590300
颜色,1,25,14686
解雇,1,11,8934
好莱坞,1,0,0
无关,1,12,3041
时光,1,25,37997
记者,1,17,17705
尽快,1,12,9883
价值,1,24,5004
仔细,1,9,4265
巧克力,1,0,0
"烟, 淹, 阉, 菸, 焉",5,278,3228438
挑,1,277,3239148
互相,1,2,434
厕所,1,5,4382
无辜,1,13,3562
彻底,1,5,11080
过程,1,33,30981
"婚, 昏, 荤",3,277,3222134
上次,1,29,37298
申请,1,10,8599
手上,1,40,40433
请求,1,13,2134
圣诞节,1,0,0
人民,1,22,9319
某些,1,4,36160
"仅仅, 紧紧, 谨谨",3,3,4104
恐惧,1,7,6994
"摔, 衰",2,277,3220382
命运,1,10,7652
谈论,1,12,8041
"小组, 小祖",2,10,11122
